Site2_MeltingT,Site1_NdValence,Site2_GSestFCClatcnt,AtomicRadii_min_value,ElectricalConductivity_min_value,Site2_BCCenergy_pa,NdUnfilled_composition_average,Row_max_value,SecondIonizationEnergy_max_value,NdValence_difference,Site2_Column,Site2_NdUnfilled,Site2_GSenergy_pa,valence_composition_average,Site2_CovalentRadii,ThermalExpansionCoefficient_min_value,HeatFusion_composition_average,Site2_HeatFusion,NdUnfilled_max_value,n_ws^third_max_value,HeatFusion_min_value,IonicRadii_min_value,Site2_SpaceGroupNumber,Site2_NdValence,Material compositions 1,Material compositions 2,E_regression,E_regression_shift,group
903.78,6.0,5.016478962,1.2409999999999999,2.6,-3.88991513,2.0,5.0,16.53,4.0,15.0,0.0,-4.11736234,5.5,1.4,11.0,16.8,19.79,4.0,1.77,13.81,0.55,166.0,10.0,Fe,Sb,2.3468400000000003,-0.24996,transition_metal
2430.0,6.0,3.851649375,1.2409999999999999,0.001,-10.09176138,4.5,5.0,16.18,1.0,7.0,5.0,-10.355151199999998,6.5,1.27,8.0,23.55,33.29,5.0,1.81,13.81,0.55,194.0,5.0,Fe,Tc,2.50765,-0.08915,transition_metal
1519.0,6.0,3.474656242,1.24,0.5,-8.87041076,4.5,4.0,16.18,1.0,7.0,5.0,-9.02056525,6.5,1.17,11.8,13.36,12.91,5.0,1.77,12.91,0.55,217.0,5.0,Fe,Mn,2.42964,-0.16716,transition_metal
2041.4,4.0,3.91660681,1.37,9.4,-5.92513799,3.5,6.0,18.563,5.0,10.0,1.0,-6.02850968,5.0,1.3,4.5,37.2425,22.175,6.0,1.81,22.175,0.6,225.0,9.0,W,Pt,5.38202,-0.76508,refractory
1519.0,5.0,3.474656242,1.24,0.5,-8.87041076,5.0,5.0,16.461,0.0,7.0,5.0,-9.02056525,6.5,1.17,4.8,25.195,12.91,5.0,1.77,12.91,0.59,217.0,5.0,Mo,Mn,4.81209,-0.21670999999999999,refractory
1768.0,10.0,3.447656463,1.253,17.9,-6.98008657,1.5,5.0,21.49,3.0,9.0,3.0,-7.080389145,2.5,1.16,13.0,13.75,16.2,3.0,1.75,11.3,0.65,194.0,7.0,Ag,Co,1.734358324,-0.09014167599999999,noble-metal
1234.93,2.0,4.027313073999999,1.444,2.3,-2.71997917,4.0,5.0,21.49,8.0,11.0,0.0,-2.76539356,3.0,1.34,5.7,16.15,11.3,8.0,1.41,11.3,0.84,225.0,10.0,Zr,Ag,2.72588,0.12935,transition_metal
2183.0,9.0,3.733467966,1.321,4.0,-8.93926069,4.0,6.0,18.563,6.0,5.0,7.0,-8.93926069,4.5,1.22,8.4,21.8375,21.5,7.0,1.78,21.5,0.54,229.0,3.0,Pt,V,3.33673,0.66033,noble-metal
2750.0,10.0,4.173988903,1.375,6.6,-10.09332153,3.0,5.0,19.63,6.0,5.0,6.0,-10.09332153,4.5,1.34,7.3,23.37,30.0,6.0,1.67,16.74,0.64,229.0,4.0,Pd,Nb,3.34044,0.69444,noble-metal
1687.0,10.0,4.340238825,1.278,0.0004,-4.90201039,0.0,4.0,20.292,10.0,14.0,0.0,-5.424918005,3.0,1.11,2.6,31.905,50.21,0.0,1.5,13.6,0.26,227.0,0.0,Cu,Si,1.91422,-0.16598,transition_metal
2128.0,6.0,4.527079516000001,1.2409999999999999,2.3,-8.46727487,6.0,5.0,16.18,4.0,4.0,8.0,-8.545958555,5.0,1.45,5.7,17.405,21.0,8.0,1.77,13.81,0.55,194.0,2.0,Fe,Zr,2.29169,-0.30511,transition_metal
2750.0,2.0,4.173988903,1.429,2.3,-10.09332153,7.0,5.0,14.32,2.0,5.0,6.0,-10.09332153,4.5,1.34,5.7,25.5,30.0,8.0,1.64,21.0,0.64,229.0,4.0,Zr,Nb,2.5237700000000003,-0.06702000000000001,transition_metal
302.91,6.0,4.225207441,1.2409999999999999,1.8,-2.97839076,2.0,4.0,20.51,4.0,13.0,0.0,-3.0122553030000003,4.5,1.26,11.8,9.6975,5.585,4.0,1.77,5.585,0.55,64.0,10.0,Fe,Ga,2.4379299999999997,-0.15887,transition_metal
2041.4,5.0,3.91660681,1.3619999999999999,9.4,-5.92513799,3.0,6.0,18.563,4.0,10.0,1.0,-6.02850968,5.0,1.3,4.8,29.8275,22.175,5.0,1.78,22.175,0.59,225.0,9.0,Mo,Pt,4.50807,-0.52073,refractory
1357.77,4.0,3.5378211239999997,1.278,18.2,-3.64288728,3.0,6.0,20.292,6.0,11.0,0.0,-3.68065482,4.0,1.17,4.5,32.955,13.6,6.0,1.81,13.6,0.6,225.0,10.0,W,Cu,5.962940000000001,-0.18416,refractory
1090.0,4.0,4.459722881,1.37,3.8,-4.21496399,3.0,6.0,18.633,6.0,15.0,0.0,-4.650889115,5.5,1.2,4.5,38.375,24.44,6.0,1.81,24.44,0.58,166.0,10.0,W,As,5.92017,-0.22693000000000002,refractory
1941.0,10.0,4.056692689,1.375,2.6,-7.66126811,4.0,5.0,19.63,8.0,4.0,8.0,-7.77522712,4.0,1.32,8.6,15.445,14.15,8.0,1.67,14.15,0.61,194.0,2.0,Pd,Ti,2.8257,0.1797,noble-metal
2041.4,8.0,3.91660681,1.246,9.4,-5.92513799,1.5,6.0,18.563,1.0,10.0,1.0,-6.02850968,3.5,1.3,8.8,19.8275,22.175,2.0,1.78,17.48,0.63,225.0,9.0,Ni,Pt,3.06244,0.10964000000000002,transition_metal
1519.0,10.0,3.474656242,1.24,0.5,-8.87041076,2.5,5.0,21.49,5.0,7.0,5.0,-9.02056525,4.5,1.17,18.9,12.105,12.91,5.0,1.61,11.3,0.67,217.0,5.0,Ag,Mn,2.026685741,0.202185741,noble-metal
1828.05,6.0,3.8628513030000002,1.2409999999999999,10.0,-5.0910129,2.0,5.0,19.63,4.0,10.0,0.0,-5.13777457,5.0,1.28,11.8,15.275,16.74,4.0,1.77,13.81,0.55,225.0,10.0,Fe,Pd,2.45233,-0.14447000000000002,transition_metal
2237.0,6.0,3.79278409,1.2409999999999999,11.2,-6.90998391,3.0,5.0,18.08,2.0,9.0,2.0,-7.25364552,6.0,1.25,8.2,20.2,26.59,4.0,1.77,13.81,0.55,225.0,8.0,Fe,Rh,2.56039,-0.036410000000000005,transition_metal
2750.0,7.0,4.173988903,1.357,6.6,-10.09332153,4.5,6.0,14.32,3.0,5.0,6.0,-10.09332153,4.0,1.34,6.4,35.56,30.0,6.0,1.83,30.0,0.63,229.0,4.0,Ir,Nb,4.71079,0.16369,noble-metal
2041.4,9.0,3.91660681,1.38,9.4,-5.92513799,1.0,6.0,18.563,0.0,10.0,1.0,-6.02850968,4.0,1.3,8.8,22.175,22.175,1.0,1.78,22.175,0.63,225.0,9.0,Pt,Pt,2.6764,0.0,noble-metal
1357.77,10.0,3.5378211239999997,1.278,60.7,-3.64288728,0.0,4.0,20.292,0.0,11.0,0.0,-3.68065482,2.0,1.17,16.5,13.6,13.6,0.0,1.47,13.6,0.73,225.0,10.0,Cu,Cu,2.0802,0.0,transition_metal
1728.0,6.0,3.456049039,1.2409999999999999,11.2,-5.43913904,3.0,4.0,18.168,2.0,10.0,2.0,-5.54632457,4.5,1.15,11.8,15.645,17.48,4.0,1.77,13.81,0.55,225.0,8.0,Fe,Ni,2.5172,-0.0796,transition_metal
1799.0,9.0,5.058773104,1.38,1.8,-6.34029752,5.0,6.0,18.563,8.0,3.0,9.0,-6.464599775,3.5,1.62,8.8,16.7825,11.39,9.0,1.78,11.39,0.63,194.0,1.0,Pt,Y,2.31825,-0.35815,noble-metal
692.68,10.0,3.822215211,1.3319999999999999,16.9,-1.1570915000000002,0.0,5.0,21.49,0.0,12.0,0.0,-1.239999915,2.0,1.25,18.9,9.184,7.068,0.0,1.36,7.068,0.74,194.0,10.0,Ag,Zn,1.6775237669999998,-0.146976233,noble-metal
2750.0,9.0,4.173988903,1.38,6.6,-10.09332153,3.5,6.0,18.563,5.0,5.0,6.0,-10.09332153,4.5,1.34,7.3,26.0875,30.0,6.0,1.78,22.175,0.63,229.0,4.0,Pt,Nb,3.6427199999999997,0.9663200000000001,noble-metal
1357.77,9.0,3.5378211239999997,1.278,9.4,-3.64288728,0.5,6.0,20.292,1.0,11.0,0.0,-3.68065482,3.0,1.17,8.8,17.8875,13.6,1.0,1.78,13.6,0.63,225.0,10.0,Pt,Cu,2.78163,0.10522999999999999,noble-metal
1941.0,10.0,4.056692689,1.444,2.6,-7.66126811,4.0,5.0,21.49,8.0,4.0,8.0,-7.77522712,3.0,1.32,8.6,12.725,14.15,8.0,1.52,11.3,0.61,194.0,2.0,Ag,Ti,1.9894680580000002,0.164968058,noble-metal
429.75,10.0,4.595332378999999,1.278,3.4,-2.65390512,0.0,5.0,20.292,0.0,13.0,0.0,-2.66680196,2.5,1.44,16.5,8.4455,3.2910000000000004,0.0,1.47,3.2910000000000004,0.73,139.0,10.0,Cu,In,1.8753099999999998,-0.20489000000000002,transition_metal
