Site2_MeltingT_min_value,Site2_MeltingT_arithmetic_average,Site2_MeltingT_max_value,Site1_NdUnfilled_min_value,Site2_MeltingT_composition_average,Site2_GSenergy_pa_min_value,Site1_AtomicRadii_max_value,Site1_AtomicRadii_arithmetic_average,Site1_NdUnfilled_arithmetic_average,Site1_AtomicRadii_composition_average,Site2_GSenergy_pa_max_value,Site2_BCCenergy_pa_max_value,Site1_NdUnfilled_composition_average,Site1_AtomicRadii_min_value,MeltingT_difference,Site2_GSenergy_pa_composition_average,Site2_BCCenergy_pa_composition_average,Site2_BCCenergy_pa_min_value,Site1_NdUnfilled_max_value,IonicRadii_arithmetic_average,Site2_BCCenergy_pa_arithmetic_average,ElasticModulus_min_value,AtomicVolume_difference,IonicRadii_composition_average,Site1_HHIr_arithmetic_average,group,mat,E_regression_shift
544.4,544.4,544.4,0.0,544.4,-3.9736944,1.6,1.6,0.0,1.6,-3.9736944,-3.89538374,0.0,1.6,378.6,-3.9736944,-3.89538374,-3.89538374,0.0,0.875,-3.89538374,34.0,12.261165986579702,0.875,500.0,non-transition_metals,[Mg][Bi],-0.16849
1115.0,1115.0,1115.0,0.0,1115.0,-1.948329565,1.6,1.6,0.0,1.6,-1.948329565,-1.92725921,0.0,1.6,192.0,-1.948329565,-1.92725921,-1.92725921,0.0,0.86,-1.92725921,21.0,19.7148942068449,0.86,500.0,non-transition_metals,[Mg][Ca],-0.18541
594.22,594.22,594.22,0.0,594.22,-0.812174225,1.6,1.6,0.0,1.6,-0.812174225,-0.74033904,0.0,1.6,328.78,-0.812174225,-0.74033904,-0.74033904,0.0,0.835,-0.74033904,44.4,1.6422676398317009,0.835,500.0,non-transition_metals,[Mg][Cd],-0.09292
1071.0,1071.0,1071.0,0.0,1071.0,-4.77656965,1.6,1.6,0.0,1.6,-4.77656965,-4.65518148,0.0,1.6,148.0,-4.77656965,-4.65518148,-4.65518148,0.0,0.93,-4.65518148,30.0,11.5622083827072,0.93,500.0,non-transition_metals,[Mg][Ce],-0.2
1768.0,1768.0,1768.0,0.0,1768.0,-7.080389145,1.6,1.6,0.0,1.6,-7.080389145,-6.98008657,0.0,1.6,845.0,-7.080389145,-6.98008657,-6.98008657,0.0,0.685,-6.98008657,44.4,12.2264324125135,0.685,500.0,non-transition_metals,[Mg][Co],0.57203
2180.0,2180.0,2180.0,0.0,2180.0,-9.50571654,1.6,1.6,0.0,1.6,-9.50571654,-9.50480758,0.0,1.6,1257.0,-9.50571654,-9.50480758,-9.50480758,0.0,0.6699999999999999,-9.50480758,44.4,11.1293556217331,0.6699999999999999,500.0,non-transition_metals,[Mg][Cr],0.34033
1357.77,1357.77,1357.77,0.0,1357.77,-3.68065482,1.6,1.6,0.0,1.6,-3.68065482,-3.64288728,0.0,1.6,434.77,-3.68065482,-3.64288728,-3.64288728,0.0,0.725,-3.64288728,44.4,11.3923511637268,0.725,500.0,non-transition_metals,[Mg][Cu],0.07701
1811.0,1811.0,1811.0,0.0,1811.0,-8.28548436,1.6,1.6,0.0,1.6,-8.28548436,-8.28548436,0.0,1.6,888.0,-8.28548436,-8.28548436,-8.28548436,0.0,0.635,-8.28548436,44.4,11.4449281260844,0.635,500.0,non-transition_metals,[Mg][Fe],0.47406
302.91,302.91,302.91,0.0,302.91,-3.0122553025,1.6,1.6,0.0,1.6,-3.0122553025,-2.97839076,0.0,1.6,620.0899999999999,-3.0122553025,-2.97839076,-2.97839076,0.0,0.6699999999999999,-2.97839076,11.0,3.6117796125443,0.6699999999999999,500.0,non-transition_metals,[Mg][Ga],-0.05779
1586.0,1586.0,1586.0,0.0,1586.0,-4.65442131,1.6,1.6,0.0,1.6,-4.65442131,-4.51068704,0.0,1.6,663.0,-4.65442131,-4.51068704,-4.51068704,0.0,0.885,-4.51068704,44.4,9.8274312181801,0.885,500.0,non-transition_metals,[Mg][Gd],-0.09429
2506.0,2506.0,2506.0,0.0,2506.0,-9.954299335,1.6,1.6,0.0,1.6,-9.954299335,-9.77464936,0.0,1.6,1583.0,-9.954299335,-9.77464936,-9.77464936,0.0,0.7749999999999999,-9.77464936,44.4,0.953581901185899,0.7749999999999999,500.0,non-transition_metals,[Mg][Hf],0.63542
234.32,234.32,234.32,0.0,234.32,-0.250105562414,1.6,1.6,0.0,1.6,-0.250105562414,-0.15983096,0.0,1.6,688.6800000000001,-0.250105562414,-0.15983096,-0.15983096,0.0,0.87,-0.15983096,22.0,1.3894489740035,0.87,500.0,non-transition_metals,[Mg][Hg],-0.15246
429.75,429.75,429.75,0.0,429.75,-2.66680196,1.6,1.6,0.0,1.6,-2.66680196,-2.65390512,0.0,1.6,493.25,-2.66680196,-2.65390512,-2.65390512,0.0,0.76,-2.65390512,14.0,2.860365064762,0.76,500.0,non-transition_metals,[Mg][In],-0.09044
2739.0,2739.0,2739.0,0.0,2739.0,-8.84851145,1.6,1.6,0.0,1.6,-8.84851145,-8.22715557,0.0,1.6,1816.0,-8.84851145,-8.22715557,-8.22715557,0.0,0.675,-8.22715557,44.4,9.073742627014,0.675,500.0,non-transition_metals,[Mg][Ir],0.86103
336.53,336.53,336.53,0.0,336.53,-1.09753971333,1.6,1.6,0.0,1.6,-1.09753971333,-1.096516,0.0,1.6,586.47,-1.09753971333,-1.096516,-1.096516,0.0,1.115,-1.096516,2.4,52.625571587451205,1.115,500.0,non-transition_metals,[Mg][K],-0.32939
1193.0,1193.0,1193.0,0.0,1193.0,-4.927546185,1.6,1.6,0.0,1.6,-4.927546185,-4.79586452,0.0,1.6,270.0,-4.927546185,-4.79586452,-4.79586452,0.0,0.94,-4.79586452,44.4,14.308353023176398,0.94,500.0,non-transition_metals,[Mg][La],-0.22764
453.69,453.69,453.69,0.0,453.69,-1.86988691,1.6,1.6,0.0,1.6,-1.86988691,-1.86553478,0.0,1.6,469.31,-1.86988691,-1.86553478,-1.86553478,0.0,0.74,-1.86553478,10.0,1.678235015751401,0.74,500.0,non-transition_metals,[Mg][Li],-0.07403
1519.0,1519.0,1519.0,0.0,1519.0,-9.02056525034,1.6,1.6,0.0,1.6,-9.02056525034,-8.87041076,0.0,1.6,596.0,-9.02056525034,-8.87041076,-8.87041076,0.0,0.6950000000000001,-8.87041076,44.4,11.0095886300282,0.6950000000000001,500.0,non-transition_metals,[Mg][Mn],0.2894
2896.0,2896.0,2896.0,0.0,2896.0,-10.84610777,1.6,1.6,0.0,1.6,-10.84610777,-10.84610777,0.0,1.6,1973.0,-10.84610777,-10.84610777,-10.84610777,0.0,0.655,-10.84610777,44.4,7.721412407824399,0.655,500.0,non-transition_metals,[Mg][Mo],1.26838
370.87,370.87,370.87,0.0,370.87,-1.26024138333,1.6,1.6,0.0,1.6,-1.26024138333,-1.2544847,0.0,1.6,552.13,-1.26024138333,-1.2544847,-1.2544847,0.0,0.87,-1.2544847,5.0,16.216035786625998,0.87,500.0,non-transition_metals,[Mg][Na],-0.14435
2750.0,2750.0,2750.0,0.0,2750.0,-10.09332153,1.6,1.6,0.0,1.6,-10.09332153,-10.09332153,0.0,1.6,1827.0,-10.09332153,-10.09332153,-10.09332153,0.0,0.6799999999999999,-10.09332153,44.4,5.220160115309898,0.6799999999999999,500.0,non-transition_metals,[Mg][Nb],1.04635
1294.0,1294.0,1294.0,0.0,1294.0,-4.76235134,1.6,1.6,0.0,1.6,-4.76235134,-4.6307523,0.0,1.6,371.0,-4.76235134,-4.6307523,-4.6307523,0.0,1.005,-4.6307523,38.0,10.946761786827595,1.005,500.0,non-transition_metals,[Mg][Nd],-0.16883
1728.0,1728.0,1728.0,0.0,1728.0,-5.54632457,1.6,1.6,0.0,1.6,-5.54632457,-5.43913904,0.0,1.6,805.0,-5.54632457,-5.43913904,-5.43913904,0.0,0.705,-5.43913904,44.4,12.2810086539216,0.705,500.0,non-transition_metals,[Mg][Ni],0.36627
3306.0,3306.0,3306.0,0.0,3306.0,-11.22070399,1.6,1.6,0.0,1.6,-11.22070399,-10.33236566,0.0,1.6,2383.0,-11.22070399,-10.33236566,-10.33236566,0.0,0.675,-10.33236566,44.4,9.2385954275367,0.675,500.0,non-transition_metals,[Mg][Os],1.15292
1828.05,1828.05,1828.05,0.0,1828.05,-5.13777457,1.6,1.6,0.0,1.6,-5.13777457,-5.0910129,0.0,1.6,905.05,-5.13777457,-5.0910129,-5.0910129,0.0,0.6799999999999999,-5.0910129,44.4,8.523906827063,0.6799999999999999,500.0,non-transition_metals,[Mg][Pd],0.36233
1204.0,1204.0,1204.0,0.0,1204.0,-4.77382996,1.6,1.6,0.0,1.6,-4.77382996,-4.64853984,0.0,1.6,281.0,-4.77382996,-4.64853984,-4.64853984,0.0,0.925,-4.64853984,44.4,12.0168826375284,0.925,500.0,non-transition_metals,[Mg][Pr],-0.18752
2041.4,2041.4,2041.4,0.0,2041.4,-6.02850968,1.6,1.6,0.0,1.6,-6.02850968,-5.92513799,0.0,1.6,1118.4,-6.02850968,-5.92513799,-5.92513799,0.0,0.675,-5.92513799,44.4,7.861829588892499,0.675,500.0,non-transition_metals,[Mg][Pt],0.4658
3459.0,3459.0,3459.0,0.0,3459.0,-12.417027765,1.6,1.6,0.0,1.6,-12.417027765,-12.10177805,0.0,1.6,2536.0,-12.417027765,-12.10177805,-12.10177805,0.0,0.625,-12.10177805,44.4,8.5119588660132,0.625,500.0,non-transition_metals,[Mg][Re],1.38375
2237.0,2237.0,2237.0,0.0,2237.0,-7.25364552,1.6,1.6,0.0,1.6,-7.25364552,-6.90998391,0.0,1.6,1314.0,-7.25364552,-6.90998391,-6.90998391,0.0,0.6950000000000001,-6.90998391,44.4,9.4967832848792,0.6950000000000001,500.0,non-transition_metals,[Mg][Rh],0.7209
2607.0,2607.0,2607.0,0.0,2607.0,-9.19463357,1.6,1.6,0.0,1.6,-9.19463357,-8.57093238,0.0,1.6,1684.0,-9.19463357,-8.57093238,-8.57093238,0.0,0.6699999999999999,-8.57093238,44.4,9.6544186863266,0.6699999999999999,500.0,non-transition_metals,[Mg][Ru],1.03511
903.78,903.78,903.78,0.0,903.78,-4.11736234,1.6,1.6,0.0,1.6,-4.11736234,-3.88991513,0.0,1.6,19.220000000000027,-4.11736234,-3.88991513,-3.88991513,0.0,0.74,-3.88991513,44.4,6.969130348162398,0.74,500.0,non-transition_metals,[Mg][Sb],-0.13667
1814.0,1814.0,1814.0,0.0,1814.0,-6.28551309,1.6,1.6,0.0,1.6,-6.28551309,-6.17209116,0.0,1.6,891.0,-6.28551309,-6.17209116,-6.17209116,0.0,0.735,-6.17209116,44.4,1.7870178229648983,0.735,500.0,non-transition_metals,[Mg][Sc],0.2063
494.0,494.0,494.0,0.0,494.0,-3.47079191,1.6,1.6,0.0,1.6,-3.47079191,-2.90074111,0.0,1.6,429.0,-3.47079191,-2.90074111,-2.90074111,0.0,0.61,-2.90074111,20.0,3.9865115302009,0.61,500.0,non-transition_metals,[Mg][Se],-0.30687
1687.0,1687.0,1687.0,0.0,1687.0,-5.424918005,1.6,1.6,0.0,1.6,-5.424918005,-4.90201039,0.0,1.6,764.0,-5.424918005,-4.90201039,-4.90201039,0.0,0.49,-4.90201039,44.4,3.2059153790138986,0.49,500.0,non-transition_metals,[Mg][Si],0.02822
505.08,505.08,505.08,0.0,505.08,-3.96104709,1.6,1.6,0.0,1.6,-3.96104709,-3.89492544,0.0,1.6,417.92,-3.96104709,-3.89492544,-3.89492544,0.0,0.715,-3.89492544,44.4,3.744492166437901,0.715,500.0,non-transition_metals,[Mg][Sn],-0.0433
1050.0,1050.0,1050.0,0.0,1050.0,-1.6828136,1.6,1.6,0.0,1.6,-1.6828136,-1.67793991,0.0,1.6,127.0,-1.6828136,-1.67793991,-1.67793991,0.0,0.99,-1.67793991,15.0,32.10083768087971,0.99,500.0,non-transition_metals,[Mg][Sr],-0.32382
3290.0,3290.0,3290.0,0.0,3290.0,-11.85139954,1.6,1.6,0.0,1.6,-11.85139954,-11.85139954,0.0,1.6,2367.0,-11.85139954,-11.85139954,-11.85139954,0.0,0.6799999999999999,-11.85139954,44.4,5.175563536442802,0.6799999999999999,500.0,non-transition_metals,[Mg][Ta],1.13128
2430.0,2430.0,2430.0,0.0,2430.0,-10.355151195,1.6,1.6,0.0,1.6,-10.355151195,-10.09176138,0.0,1.6,1507.0,-10.355151195,-10.09176138,-10.09176138,0.0,0.64,-10.09176138,44.4,9.0712815871,0.64,500.0,non-transition_metals,[Mg][Tc],1.24556
2023.0,2023.0,2023.0,0.0,2023.0,-7.41254306,1.6,1.6,0.0,1.6,-7.41254306,-7.26654681,0.0,1.6,1100.0,-7.41254306,-7.26654681,-7.26654681,0.0,0.885,-7.26654681,44.4,9.643390119143302,0.885,500.0,non-transition_metals,[Mg][Th],-0.1397
1941.0,1941.0,1941.0,0.0,1941.0,-7.77522712,1.6,1.6,0.0,1.6,-7.77522712,-7.66126811,0.0,1.6,1018.0,-7.77522712,-7.66126811,-7.66126811,0.0,0.665,-7.66126811,44.4,5.585975936820599,0.665,500.0,non-transition_metals,[Mg][Ti],0.61614
2183.0,2183.0,2183.0,0.0,2183.0,-8.93926069,1.6,1.6,0.0,1.6,-8.93926069,-8.93926069,0.0,1.6,1260.0,-8.93926069,-8.93926069,-8.93926069,0.0,0.63,-8.93926069,44.4,9.3773948746465,0.63,500.0,non-transition_metals,[Mg][V],0.85139
3695.0,3695.0,3695.0,0.0,3695.0,-12.95880062,1.6,1.6,0.0,1.6,-12.95880062,-12.95880062,0.0,1.6,2772.0,-12.95880062,-12.95880062,-12.95880062,0.0,0.6599999999999999,-12.95880062,44.4,7.363558671631599,0.6599999999999999,500.0,non-transition_metals,[Mg][W],1.42392
1799.0,1799.0,1799.0,0.0,1799.0,-6.464599775,1.6,1.6,0.0,1.6,-6.464599775,-6.34029752,0.0,1.6,876.0,-6.464599775,-6.34029752,-6.34029752,0.0,0.87,-6.34029752,44.4,9.790919786892903,0.87,500.0,non-transition_metals,[Mg][Y],-0.0565
692.68,692.68,692.68,0.0,692.68,-1.239999915,1.6,1.6,0.0,1.6,-1.239999915,-1.1570915,0.0,1.6,230.32000000000005,-1.239999915,-1.1570915,-1.1570915,0.0,0.73,-1.1570915,44.4,8.0166093608242,0.73,500.0,non-transition_metals,[Mg][Zn],-0.10139
2128.0,2128.0,2128.0,0.0,2128.0,-8.545958555,1.6,1.6,0.0,1.6,-8.545958555,-8.46727487,0.0,1.6,1205.0,-8.545958555,-8.46727487,-8.46727487,0.0,0.78,-8.46727487,44.4,0.0436501735647993,0.78,500.0,non-transition_metals,[Mg][Zr],0.58031
2896.0,2896.0,2896.0,5.0,2896.0,-10.84610777,1.362,1.362,5.0,1.362,-10.84610777,-10.84610777,5.0,1.362,0.0,-10.84610777,-10.84610777,-10.84610777,5.0,0.59,-10.84610777,322.0,0.0,0.59,5300.0,transition_metals,[Mo][Mo],0.0
1234.93,1234.93,1234.93,5.0,1234.93,-2.76539356,1.362,1.362,5.0,1.362,-2.76539356,-2.71997917,5.0,1.362,1661.07,-2.76539356,-2.71997917,-2.71997917,5.0,0.8699999999999999,-2.71997917,80.0,1.5747672620884998,0.8699999999999999,5300.0,transition_metals,[Mo][Ag],-0.3389
544.4,544.4,544.4,5.0,544.4,-3.9736944,1.362,1.362,5.0,1.362,-3.9736944,-3.89538374,5.0,1.362,2351.6,-3.9736944,-3.89538374,-3.89538374,5.0,0.81,-3.89538374,34.0,19.9825783944041,0.81,5300.0,transition_metals,[Mo][Bi],-0.25015
594.22,594.22,594.22,5.0,594.22,-0.812174225,1.362,1.362,5.0,1.362,-0.812174225,-0.74033904,5.0,1.362,2301.78,-0.812174225,-0.74033904,-0.74033904,5.0,0.77,-0.74033904,62.0,6.079144767992698,0.77,5300.0,transition_metals,[Mo][Cd],-0.29796
1768.0,1768.0,1768.0,5.0,1768.0,-7.080389145,1.362,1.362,5.0,1.362,-7.080389145,-6.98008657,5.0,1.362,1128.0,-7.080389145,-6.98008657,-6.98008657,5.0,0.62,-6.98008657,208.0,4.505020004689101,0.62,5300.0,transition_metals,[Mo][Co],-0.43262
2180.0,2180.0,2180.0,5.0,2180.0,-9.50571654,1.362,1.362,5.0,1.362,-9.50571654,-9.50480758,5.0,1.362,716.0,-9.50571654,-9.50480758,-9.50480758,5.0,0.605,-9.50480758,259.0,3.4079432139087,0.605,5300.0,transition_metals,[Mo][Cr],0.03971
1357.77,1357.77,1357.77,5.0,1357.77,-3.68065482,1.362,1.362,5.0,1.362,-3.68065482,-3.64288728,5.0,1.362,1538.23,-3.68065482,-3.64288728,-3.64288728,5.0,0.6599999999999999,-3.64288728,124.0,3.6709387559024016,0.6599999999999999,5300.0,transition_metals,[Mo][Cu],-0.16294
1811.0,1811.0,1811.0,5.0,1811.0,-8.28548436,1.362,1.362,5.0,1.362,-8.28548436,-8.28548436,5.0,1.362,1085.0,-8.28548436,-8.28548436,-8.28548436,5.0,0.5700000000000001,-8.28548436,211.0,3.7235157182600016,0.5700000000000001,5300.0,transition_metals,[Mo][Fe],-0.41841
302.91,302.91,302.91,5.0,302.91,-3.0122553025,1.362,1.362,5.0,1.362,-3.0122553025,-2.97839076,5.0,1.362,2593.09,-3.0122553025,-2.97839076,-2.97839076,5.0,0.605,-2.97839076,11.0,4.109632795280099,0.605,5300.0,transition_metals,[Mo][Ga],-0.06432
429.75,429.75,429.75,5.0,429.75,-2.66680196,1.362,1.362,5.0,1.362,-2.66680196,-2.65390512,5.0,1.362,2466.25,-2.66680196,-2.65390512,-2.65390512,5.0,0.6950000000000001,-2.65390512,14.0,10.5817774725864,0.6950000000000001,5300.0,transition_metals,[Mo][In],-0.18684
923.0,923.0,923.0,5.0,923.0,-1.54227231,1.362,1.362,5.0,1.362,-1.54227231,-1.51367083,5.0,1.362,1973.0,-1.54227231,-1.51367083,-1.51367083,5.0,0.655,-1.51367083,44.4,7.721412407824399,0.655,5300.0,transition_metals,[Mo][Mg],-0.07214
1519.0,1519.0,1519.0,5.0,1519.0,-9.02056525034,1.362,1.362,5.0,1.362,-9.02056525034,-8.87041076,5.0,1.362,1377.0,-9.02056525034,-8.87041076,-8.87041076,5.0,0.63,-8.87041076,198.0,3.2881762222038,0.63,5300.0,transition_metals,[Mo][Mn],-0.21671
1728.0,1728.0,1728.0,5.0,1728.0,-5.54632457,1.362,1.362,5.0,1.362,-5.54632457,-5.43913904,5.0,1.362,1168.0,-5.54632457,-5.43913904,-5.43913904,5.0,0.6399999999999999,-5.43913904,208.0,4.5595962460972,0.6399999999999999,5300.0,transition_metals,[Mo][Ni],-0.3256
1828.05,1828.05,1828.05,5.0,1828.05,-5.13777457,1.362,1.362,5.0,1.362,-5.13777457,-5.0910129,5.0,1.362,1067.95,-5.13777457,-5.0910129,-5.0910129,5.0,0.615,-5.0910129,127.0,0.8024944192386005,0.615,5300.0,transition_metals,[Mo][Pd],-0.38321
2430.0,2430.0,2430.0,5.0,2430.0,-10.355151195,1.362,1.362,5.0,1.362,-10.355151195,-10.09176138,5.0,1.362,466.0,-10.355151195,-10.09176138,-10.09176138,5.0,0.575,-10.09176138,322.0,1.3498691792756006,0.575,5300.0,transition_metals,[Mo][Tc],-0.16792
3695.0,3695.0,3695.0,5.0,3695.0,-12.95880062,1.362,1.362,5.0,1.362,-12.95880062,-12.95880062,5.0,1.362,799.0,-12.95880062,-12.95880062,-12.95880062,5.0,0.595,-12.95880062,322.0,0.3578537361927996,0.595,5300.0,transition_metals,[Mo][W],0.22933
1799.0,1799.0,1799.0,5.0,1799.0,-6.464599775,1.362,1.362,5.0,1.362,-6.464599775,-6.34029752,5.0,1.362,1097.0,-6.464599775,-6.34029752,-6.34029752,5.0,0.8049999999999999,-6.34029752,64.4,17.512332194717303,0.8049999999999999,5300.0,transition_metals,[Mo][Y],-0.17599
692.68,692.68,692.68,5.0,692.68,-1.239999915,1.362,1.362,5.0,1.362,-1.239999915,-1.1570915,5.0,1.362,2203.32,-1.239999915,-1.1570915,-1.1570915,5.0,0.665,-1.1570915,95.0,0.2951969529998006,0.665,5300.0,transition_metals,[Mo][Zn],-0.07497
1090.0,1090.0,1090.0,5.0,1090.0,-4.650889115,1.362,1.362,5.0,1.362,-4.650889115,-4.21496399,5.0,1.362,1806.0,-4.650889115,-4.21496399,-4.21496399,5.0,0.585,-4.21496399,39.0,6.2230850493756975,0.585,5300.0,transition_metals,[Mo][As],-0.17707
1211.4,1211.4,1211.4,5.0,1211.4,-4.616039545,1.362,1.362,5.0,1.362,-4.616039545,-4.27836489,5.0,1.362,1684.6,-4.616039545,-4.27836489,-4.27836489,5.0,0.56,-4.27836489,115.0,7.160095694556301,0.56,5300.0,transition_metals,[Mo][Ge],-0.03033
3306.0,3306.0,3306.0,5.0,3306.0,-11.22070399,1.362,1.362,5.0,1.362,-11.22070399,-10.33236566,5.0,1.362,410.0,-11.22070399,-10.33236566,-10.33236566,5.0,0.61,-10.33236566,322.0,1.5171830197123004,0.61,5300.0,transition_metals,[Mo][Os],-0.27856
317.3,317.3,317.3,5.0,317.3,-5.4005090425,1.362,1.362,5.0,1.362,-5.4005090425,-4.6830362,5.0,1.362,2578.7,-5.4005090425,-4.6830362,-4.6830362,5.0,0.38,-4.6830362,5.0,12.7132411288389,0.38,5300.0,transition_metals,[Mo][P],-0.25526
600.61,600.61,600.61,5.0,600.61,-3.62902961,1.362,1.362,5.0,1.362,-3.62902961,-3.58277457,5.0,1.362,2295.39,-3.62902961,-3.58277457,-3.58277457,5.0,0.8899999999999999,-3.58277457,20.0,14.840542324936996,0.8899999999999999,5300.0,transition_metals,[Mo][Pb],-0.27243
2041.4,2041.4,2041.4,5.0,2041.4,-6.02850968,1.362,1.362,5.0,1.362,-6.02850968,-5.92513799,5.0,1.362,854.5999999999999,-6.02850968,-5.92513799,-5.92513799,5.0,0.61,-5.92513799,175.0,0.1404171810681003,0.61,5300.0,transition_metals,[Mo][Pt],-0.52073
2607.0,2607.0,2607.0,5.0,2607.0,-9.19463357,1.362,1.362,5.0,1.362,-9.19463357,-8.57093238,5.0,1.362,289.0,-9.19463357,-8.57093238,-8.57093238,5.0,0.605,-8.57093238,322.0,1.9330062785022013,0.605,5300.0,transition_metals,[Mo][Ru],-0.41775
903.78,903.78,903.78,5.0,903.78,-4.11736234,1.362,1.362,5.0,1.362,-4.11736234,-3.88991513,5.0,1.362,1992.22,-4.11736234,-3.88991513,-3.88991513,5.0,0.675,-3.88991513,67.0,14.690542755986796,0.675,5300.0,transition_metals,[Mo][Sb],-0.132
1814.0,1814.0,1814.0,5.0,1814.0,-6.28551309,1.362,1.362,5.0,1.362,-6.28551309,-6.17209116,5.0,1.362,1082.0,-6.28551309,-6.17209116,-6.17209116,5.0,0.6699999999999999,-6.17209116,80.0,9.508430230789298,0.6699999999999999,5300.0,transition_metals,[Mo][Sc],-0.03891
1687.0,1687.0,1687.0,5.0,1687.0,-5.424918005,1.362,1.362,5.0,1.362,-5.424918005,-4.90201039,5.0,1.362,1209.0,-5.424918005,-4.90201039,-4.90201039,5.0,0.425,-4.90201039,162.0,4.5154970288105005,0.425,5300.0,transition_metals,[Mo][Si],-0.09983
505.08,505.08,505.08,5.0,505.08,-3.96104709,1.362,1.362,5.0,1.362,-3.96104709,-3.89492544,5.0,1.362,2390.92,-3.96104709,-3.89492544,-3.89492544,5.0,0.6499999999999999,-3.89492544,50.0,11.4659045742623,0.6499999999999999,5300.0,transition_metals,[Mo][Sn],-0.13579
1941.0,1941.0,1941.0,5.0,1941.0,-7.77522712,1.362,1.362,5.0,1.362,-7.77522712,-7.66126811,5.0,1.362,955.0,-7.77522712,-7.66126811,-7.66126811,5.0,0.6,-7.66126811,110.0,2.1354364710038,0.6,5300.0,transition_metals,[Mo][Ti],0.01575
577.0,577.0,577.0,5.0,577.0,-2.27267753,1.362,1.362,5.0,1.362,-2.27267753,-2.25289773,5.0,1.362,2319.0,-2.27267753,-2.25289773,-2.25289773,5.0,1.09,-2.25289773,12.0,13.1399958731059,1.09,5300.0,transition_metals,[Mo][Tl],-0.31303
2128.0,2128.0,2128.0,5.0,2128.0,-8.545958555,1.362,1.362,5.0,1.362,-8.545958555,-8.46727487,5.0,1.362,768.0,-8.545958555,-8.46727487,-8.46727487,5.0,0.715,-8.46727487,94.0,7.7650625813891985,0.715,5300.0,transition_metals,[Mo][Zr],-0.06928
1728.0,1728.0,1728.0,2.0,1728.0,-5.54632457,1.246,1.246,2.0,1.246,-5.54632457,-5.43913904,2.0,1.246,0.0,-5.54632457,-5.43913904,-5.43913904,2.0,0.69,-5.43913904,208.0,0.0,0.69,1500.0,transition_metals,[Ni][Ni],0.0
1234.93,1234.93,1234.93,2.0,1234.93,-2.76539356,1.246,1.246,2.0,1.246,-2.76539356,-2.71997917,2.0,1.246,493.07,-2.76539356,-2.71997917,-2.71997917,2.0,0.92,-2.71997917,80.0,6.1343635081857,0.92,1500.0,transition_metals,[Ni][Ag],-0.18887
933.47,933.47,933.47,2.0,933.47,-3.74542312,1.246,1.246,2.0,1.246,-3.74542312,-3.65018713,2.0,1.246,794.53,-3.74542312,-3.65018713,-3.65018713,2.0,0.615,-3.65018713,70.5,5.653140075804799,0.615,1500.0,transition_metals,[Ni][Al],-0.01661
1337.33,1337.33,1337.33,2.0,1337.33,-3.20969261,1.246,1.246,2.0,1.246,-3.20969261,-3.18445282,2.0,1.246,390.6700000000001,-3.20969261,-3.18445282,-3.18445282,2.0,0.77,-3.18445282,78.3,6.005779174775398,0.77,1500.0,transition_metals,[Ni][Au],-0.24525
544.4,544.4,544.4,2.0,544.4,-3.9736944,1.246,1.246,2.0,1.246,-3.9736944,-3.89538374,2.0,1.246,1183.6,-3.9736944,-3.89538374,-3.89538374,2.0,0.86,-3.89538374,34.0,24.5421746405013,0.86,1500.0,transition_metals,[Ni][Bi],-0.53152
594.22,594.22,594.22,2.0,594.22,-0.812174225,1.246,1.246,2.0,1.246,-0.812174225,-0.74033904,2.0,1.246,1133.78,-0.812174225,-0.74033904,-0.74033904,2.0,0.82,-0.74033904,62.0,10.6387410140899,0.82,1500.0,transition_metals,[Ni][Cd],-0.25802
1768.0,1768.0,1768.0,2.0,1768.0,-7.080389145,1.246,1.246,2.0,1.246,-7.080389145,-6.98008657,2.0,1.246,40.0,-7.080389145,-6.98008657,-6.98008657,2.0,0.6699999999999999,-6.98008657,208.0,0.0545762414080996,0.6699999999999999,1500.0,transition_metals,[Ni][Co],0.11524
2180.0,2180.0,2180.0,2.0,2180.0,-9.50571654,1.246,1.246,2.0,1.246,-9.50571654,-9.50480758,2.0,1.246,452.0,-9.50571654,-9.50480758,-9.50480758,2.0,0.655,-9.50480758,208.0,1.1516530321885003,0.655,1500.0,transition_metals,[Ni][Cr],-0.02986
1357.77,1357.77,1357.77,2.0,1357.77,-3.68065482,1.246,1.246,2.0,1.246,-3.68065482,-3.64288728,2.0,1.246,370.23,-3.68065482,-3.64288728,-3.64288728,2.0,0.71,-3.64288728,124.0,0.8886574901947988,0.71,1500.0,transition_metals,[Ni][Cu],-0.06858
1811.0,1811.0,1811.0,2.0,1811.0,-8.28548436,1.246,1.246,2.0,1.246,-8.28548436,-8.28548436,2.0,1.246,83.0,-8.28548436,-8.28548436,-8.28548436,2.0,0.62,-8.28548436,208.0,0.8360805278371988,0.62,1500.0,transition_metals,[Ni][Fe],-0.01578
302.91,302.91,302.91,2.0,302.91,-3.0122553025,1.246,1.246,2.0,1.246,-3.0122553025,-2.97839076,2.0,1.246,1425.09,-3.0122553025,-2.97839076,-2.97839076,2.0,0.655,-2.97839076,11.0,8.6692290413773,0.655,1500.0,transition_metals,[Ni][Ga],-0.07458
